record_id,store_id,year,month,month_name,quarter,category,subcategory,sales_amount,cost_of_goods,gross_profit,gross_margin_pct,staff_cost,rent_cost,utilities_cost,marketing_cost,other_operating_cost,total_operating_cost,net_profit,net_margin_pct,customer_count,avg_basket_value,total_items_sold,avg_items_per_transaction,inventory_turnover_ratio,customer_satisfaction_score
129,ST_0002,2023,2,February,Q1,Personal Care,Hair Care,594723.98,364670.93,230053.05,38.68,307306.05,34998.9,6444.75,15265.73,0,93829.28,136223.77,22.91,502,1184,2028,4.04,11.03,4.2
130,ST_0002,2023,2,February,Q1,Home Care,Cleaning Supplies,396482.65,308988.51,87494.14,22.07,214745.7,23332.6,3283.2,13031.2,0,56995.46,30498.68,7.69,215,1839,933,4.34,12.86,4.3
131,ST_0002,2023,2,February,Q1,Electronics,Kitchen Appliances,317186.12,263080.83,54105.3,17.06,206980.0,18666.08,3890.8,5509.85,0,51433.35,2671.95,0.84,118,2687,343,2.91,10.3,4.1
132,ST_0002,2023,2,February,Q1,Fashion,Footwear,277537.86,168835.57,108702.29,39.17,189789.6,16332.82,2501.45,9479.05,0,41624.2,67078.09,24.17,75,3670,205,2.74,8.07,4.3
133,ST_0002,2023,3,March,Q1,Groceries,Oil & Ghee,1625056.17,1427391.18,197664.98,12.16,754457.9,81664.1,14975.8,28282.57,0,250469.58,-52804.6,-3.25,1120,1450,4628,4.13,13.63,4.3
134,ST_0002,2023,3,March,Q1,Fresh Produce,Vegetables,1160754.41,813703.49,347050.92,29.9,502598.0,58331.5,11536.5,23285.95,0,206826.43,140224.49,12.08,1558,745,6499,4.17,14.26,3.8
135,ST_0002,2023,3,March,Q1,Personal Care,Bath & Body,696452.64,494619.73,201832.91,28.98,377932.05,34998.9,5543.4,22417.74,0,117730.66,84102.25,12.08,354,1964,1320,3.73,13.67,4.7
136,ST_0002,2023,3,March,Q1,Home Care,Cleaning Supplies,464301.76,357433.77,106867.99,23.02,253424.1,23332.6,3067.1,10970.09,0,70585.61,36282.38,7.81,386,1202,1116,2.89,14.79,4.7
137,ST_0002,2023,3,March,Q1,Electronics,Home Appliances,371441.41,305082.99,66358.42,17.87,162411.36,18666.08,3553.68,10773.63,0,59741.46,6616.96,1.78,126,2940,510,4.05,10.3,4.0
138,ST_0002,2023,3,March,Q1,Fashion,Clothing,325011.23,182234.82,142776.41,43.93,192377.64,16332.82,1935.08,10185.72,0,56025.05,86751.36,26.69,65,4991,205,3.16,8.05,4.6
139,ST_0002,2023,4,April,Q2,Groceries,Oil & Ghee,1117185.21,1001187.9,115997.31,10.38,816863.95,81664.1,8798.3,25504.9,0,187757.6,-71760.29,-6.42,1462,764,4518,3.09,11.82,3.9
140,ST_0002,2023,4,April,Q2,Fresh Produce,Vegetables,797989.44,616147.72,181841.72,22.79,595423.0,58331.5,7408.0,12077.41,0,113982.0,67859.72,8.5,1123,710,5035,4.48,8.65,4.0
141,ST_0002,2023,4,April,Q2,Personal Care,Skin Care,478793.66,350362.25,128431.42,26.82,351079.95,34998.9,4759.8,8980.0,0,76976.16,51455.26,10.75,247,1932,873,3.54,11.24,4.3
142,ST_0002,2023,4,April,Q2,Home Care,Cleaning Supplies,319195.77,256862.46,62333.31,19.53,227654.3,23332.6,3883.2,4866.18,0,44024.71,18308.6,5.74,162,1959,507,3.13,12.43,4.0
143,ST_0002,2023,4,April,Q2,Electronics,Mobile Accessories,255356.62,222311.5,33045.12,12.94,176018.32,18666.08,3947.84,7656.19,0,42953.69,-9908.57,-3.88,92,2760,253,2.75,9.54,4.6
144,ST_0002,2023,4,April,Q2,Fashion,Accessories,223437.04,113791.52,109645.52,49.07,143619.63,16332.82,1478.75,4288.25,0,35059.74,74585.78,33.38,71,3144,202,2.86,9.16,4.7
145,ST_0002,2023,5,May,Q2,Groceries,Tea & Coffee,1215073.26,1109638.96,105434.31,8.68,755398.0,81664.1,17113.6,24981.61,0,174550.5,-69116.2,-5.69,1090,1114,2766,2.54,8.62,4.6
146,ST_0002,2023,5,May,Q2,Fresh Produce,Vegetables,867909.47,670466.11,197443.37,22.75,675114.25,58331.5,11947.5,26934.08,0,129291.48,68151.89,7.85,947,916,4082,4.31,14.85,3.9
147,ST_0002,2023,5,May,Q2,Personal Care,Oral Care,520745.68,362589.36,158156.32,30.37,393597.75,34998.9,3024.45,15263.93,0,79621.27,78535.05,15.08,432,1205,1143,2.65,14.1,4.0
148,ST_0002,2023,5,May,Q2,Home Care,Detergents,347163.79,268306.45,78857.34,22.71,255233.2,23332.6,3300.5,9419.68,0,42803.55,36053.79,10.39,339,1024,1040,3.07,11.25,4.1
149,ST_0002,2023,5,May,Q2,Electronics,Kitchen Appliances,277731.03,222440.23,55290.8,19.91,220795.52,18666.08,1984.32,7456.59,0,47471.47,7819.33,2.82,82,3373,284,3.47,11.13,4.2
150,ST_0002,2023,5,May,Q2,Fashion,Accessories,243014.65,129036.97,113977.68,46.9,139748.63,16332.82,3019.59,7717.36,0,34257.59,79720.09,32.8,42,5743,141,3.36,10.08,4.6
151,ST_0002,2023,6,June,Q2,Groceries,Dal & Pulses,653653.13,564740.84,88912.28,13.6,797177.15,81664.1,7091.35,20431.05,0,94598.74,-5686.46,-0.87,945,691,3850,4.08,14.73,4.1
152,ST_0002,2023,6,June,Q2,Fresh Produce,Dairy Products,466895.09,329821.95,137073.14,29.36,680723.25,58331.5,9257.25,9602.71,0,63447.98,73625.16,15.77,433,1076,1853,4.28,11.11,3.8
153,ST_0002,2023,6,June,Q2,Personal Care,Bath & Body,280137.05,204745.73,75391.32,26.91,407142.3,34998.9,5360.85,7193.22,0,46407.83,28983.49,10.35,170,1643,514,3.03,10.8,4.8
154,ST_0002,2023,6,June,Q2,Home Care,Paper Products,186758.04,143407.93,43350.11,23.21,245334.5,23332.6,4652.6,5313.21,0,30758.53,12591.58,6.74,99,1871,247,2.5,14.14,3.8
155,ST_0002,2023,6,June,Q2,Electronics,Mobile Accessories,149406.43,128209.03,21197.39,14.19,160989.36,18666.08,3348.64,3858.22,0,18643.37,2554.02,1.71,25,5768,101,4.05,14.97,4.0
156,ST_0002,2023,6,June,Q2,Fashion,Accessories,130730.63,63962.15,66768.48,51.07,190232.0,16332.82,2487.17,2746.51,0,17024.07,49744.4,38.05,41,3157,141,3.46,11.67,4.7
157,ST_0002,2023,7,July,Q3,Groceries,Spices,711681.38,608208.91,103472.46,14.54,766430.35,81664.1,8637.65,20558.02,0,126762.36,-23289.89,-3.27,1118,636,4104,3.67,14.4,3.9
158,ST_0002,2023,7,July,Q3,Fresh Produce,Fruits,508343.84,402039.11,106304.73,20.91,671421.0,58331.5,11160.5,15794.98,0,66561.25,39743.47,7.82,367,1382,992,2.7,9.87,4.6
159,ST_0002,2023,7,July,Q3,Personal Care,Hair Care,305006.3,208071.86,96934.45,31.78,339692.1,34998.9,6816.15,9481.84,0,53876.79,43057.66,14.12,276,1103,1146,4.15,9.37,4.4
160,ST_0002,2023,7,July,Q3,Home Care,Paper Products,203337.54,148750.25,54587.28,26.85,199822.6,23332.6,3264.2,4779.93,0,30296.63,24290.65,11.95,149,1364,428,2.88,11.37,4.0
161,ST_0002,2023,7,July,Q3,Electronics,Kitchen Appliances,162670.03,138831.38,23838.65,14.65,217129.92,18666.08,2096.08,5393.68,0,21305.17,2533.47,1.56,29,5484,97,3.35,12.36,4.3
162,ST_0002,2023,7,July,Q3,Fashion,Accessories,142336.28,69714.98,72621.29,51.02,178148.95,16332.82,2500.89,3109.23,0,18388.37,54232.92,38.1,30,4667,105,3.52,11.16,4.1
163,ST_0002,2023,8,August,Q3,Groceries,Tea & Coffee,1031610.16,931057.08,100553.08,9.75,810089.7,81664.1,12310.2,27892.6,0,159668.06,-59114.98,-5.73,1577,654,4576,2.9,11.78,4.5
164,ST_0002,2023,8,August,Q3,Fresh Produce,Fruits,736864.4,569713.56,167150.85,22.68,610196.0,58331.5,8546.0,16083.78,0,101220.83,65930.02,8.95,559,1316,1746,3.12,14.74,4.2
165,ST_0002,2023,8,August,Q3,Personal Care,Skin Care,442118.64,265898.43,176220.21,39.86,308301.45,34998.9,5676.6,12140.77,0,68574.95,107645.25,24.35,315,1402,1407,4.47,8.75,4.0
166,ST_0002,2023,8,August,Q3,Home Care,Paper Products,294745.76,238130.75,56615.01,19.21,240776.2,23332.6,3570.2,9182.43,0,35751.06,20863.96,7.08,316,931,1189,3.76,9.08,4.2
167,ST_0002,2023,8,August,Q3,Electronics,Mobile Accessories,235796.61,204657.86,31138.75,13.21,181194.4,18666.08,3646.72,5518.36,0,29174.26,1964.48,0.83,40,5822,127,3.19,8.01,4.1
168,ST_0002,2023,8,August,Q3,Fashion,Clothing,206322.03,98680.71,107641.32,52.17,152445.51,16332.82,1762.81,7210.55,0,29165.52,78475.81,38.04,41,4986,139,3.39,11.91,4.3
169,ST_0002,2023,9,September,Q3,Groceries,Spices,935747.09,805908.29,129838.8,13.88,962662.4,81664.1,10110.45,23584.28,0,155857.29,-26018.49,-2.78,842,1111,2229,2.65,11.88,3.9
170,ST_0002,2023,9,September,Q3,Fresh Produce,Dairy Products,668390.78,519314.2,149076.58,22.3,524579.75,58331.5,8125.25,15820.17,0,102186.69,46889.89,7.02,475,1407,1292,2.72,12.05,4.0
171,ST_0002,2023,9,September,Q3,Personal Care,Skin Care,401034.47,293443.81,107590.66,26.83,389687.25,34998.9,7122.45,12645.2,0,55289.38,52301.28,13.04,205,1951,913,4.46,11.31,4.5
172,ST_0002,2023,9,September,Q3,Home Care,Cleaning Supplies,267356.31,213401.86,53954.45,20.18,258764.5,23332.6,2929.4,8743.84,0,35436.7,18517.76,6.93,134,1984,567,4.24,13.25,4.7
173,ST_0002,2023,9,September,Q3,Electronics,Kitchen Appliances,213885.05,180460.09,33424.96,15.63,218438.16,18666.08,2569.28,3821.51,0,28535.32,4889.64,2.29,48,4444,160,3.33,9.68,3.8
174,ST_0002,2023,9,September,Q3,Fashion,Clothing,187149.42,119327.19,67822.23,36.24,159811.47,16332.82,1991.64,4500.96,0,26650.63,41171.6,22.0,35,5327,142,4.08,11.75,4.7
175,ST_0002,2023,10,October,Q4,Groceries,Oil & Ghee,1699194.17,1546894.09,152300.08,8.96,905150.4,81664.1,13180.65,37923.03,0,261921.82,-109621.75,-6.45,1769,960,7233,4.09,8.13,4.1
176,ST_0002,2023,10,October,Q4,Fresh Produce,Vegetables,1213710.12,869278.19,344431.93,28.38,595600.75,58331.5,9487.5,36694.8,0,153587.56,190844.37,15.72,962,1261,3561,3.7,13.48,4.3
177,ST_0002,2023,10,October,Q4,Personal Care,Oral Care,728226.07,540467.11,187758.96,25.78,373914.9,34998.9,5301.15,22809.82,0,104008.98,83749.99,11.5,624,1166,2664,4.27,12.23,4.5
178,ST_0002,2023,10,October,Q4,Home Care,Paper Products,485484.05,352376.6,133107.45,27.42,208749.6,23332.6,3818.8,8585.63,0,62000.03,71107.42,14.65,329,1474,1402,4.26,8.36,4.7
179,ST_0002,2023,10,October,Q4,Electronics,Home Appliances,388387.24,320606.01,67781.22,17.45,162594.64,18666.08,3653.6,13188.91,0,63708.37,4072.86,1.05,72,5331,312,4.34,13.55,4.4
180,ST_0002,2023,10,October,Q4,Fashion,Accessories,339838.83,160953.0,178885.84,52.64,162228.08,16332.82,2533.3,10622.42,0,44807.25,134078.58,39.45,56,5988,194,3.48,11.4,4.3
181,ST_0002,2023,11,November,Q4,Groceries,Rice & Grains,1219762.94,1048201.36,171561.58,14.07,837822.65,81664.1,16950.15,30958.44,0,157763.69,13797.89,1.13,1812,673,7010,3.87,12.04,4.5
182,ST_0002,2023,11,November,Q4,Fresh Produce,Fruits,871259.24,658481.57,212777.68,24.42,550314.0,58331.5,8607.0,13669.7,0,118664.95,94112.73,10.8,1035,841,4183,4.04,12.13,4.1
183,ST_0002,2023,11,November,Q4,Personal Care,Skin Care,522755.55,342864.25,179891.3,34.41,343377.45,34998.9,4576.65,9952.2,0,85622.18,94269.12,18.03,319,1636,887,2.78,11.43,4.1
184,ST_0002,2023,11,November,Q4,Home Care,Detergents,348503.7,270559.88,77943.82,22.37,259530.8,23332.6,4147.3,10040.27,0,57152.23,20791.58,5.97,280,1243,1121,4.0,12.96,4.4
185,ST_0002,2023,11,November,Q4,Electronics,Kitchen Appliances,278802.96,235076.71,43726.25,15.68,162784.24,18666.08,2273.12,9501.53,0,43073.64,652.61,0.23,51,5431,209,4.1,10.15,4.3
186,ST_0002,2023,11,November,Q4,Fashion,Footwear,243952.59,110595.94,133356.65,54.66,156344.16,16332.82,2700.74,4035.66,0,35115.33,98241.32,40.27,48,5040,157,3.28,10.15,4.1
187,ST_0002,2023,12,December,Q4,Groceries,Rice & Grains,1388331.61,1197637.0,190694.6,13.74,861712.25,81664.1,17070.2,33064.17,0,220729.0,-30034.39,-2.16,1251,1109,4766,3.81,14.5,4.1
188,ST_0002,2023,12,December,Q4,Fresh Produce,Vegetables,991665.43,776507.42,215158.01,21.7,649933.0,58331.5,6720.5,21802.43,0,170770.04,44387.97,4.48,795,1247,3438,4.32,8.47,4.0
189,ST_0002,2023,12,December,Q4,Personal Care,Oral Care,594999.26,382845.95,212153.31,35.66,370964.25,34998.9,5882.7,12470.3,0,79502.73,132650.57,22.29,374,1587,1151,3.08,9.8,3.9
190,ST_0002,2023,12,December,Q4,Home Care,Cleaning Supplies,396666.17,313319.18,83346.99,21.01,256015.3,23332.6,4694.6,11439.81,0,50165.69,33181.3,8.37,240,1650,1019,4.25,8.97,3.8
191,ST_0002,2023,12,December,Q4,Electronics,Mobile Accessories,317332.94,271839.81,45493.13,14.34,185409.84,18666.08,3396.56,10367.31,0,49076.98,-3583.85,-1.13,55,5686,149,2.72,12.25,4.0
192,ST_0002,2023,12,December,Q4,Fashion,Footwear,277666.32,164238.84,113427.48,40.85,160939.59,16332.82,1619.17,4265.99,0,34158.28,79269.2,28.55,50,5446,178,3.58,9.08,3.8
193,ST_0002,2024,1,January,Q1,Groceries,Tea & Coffee,832022.78,725204.48,106818.29,12.84,884800.0,81664.1,11143.3,27133.77,0,132292.88,-25474.58,-3.06,651,1278,2273,3.49,11.09,4.1
194,ST_0002,2024,1,January,Q1,Fresh Produce,Fruits,594301.98,426817.4,167484.58,28.18,633461.5,58331.5,9097.0,12629.89,0,101365.78,66118.81,11.13,865,687,3139,3.63,12.15,4.7
195,ST_0002,2024,1,January,Q1,Personal Care,Hair Care,356581.19,244144.3,112436.89,31.53,338696.7,34998.9,3382.8,11571.71,0,46777.48,65659.41,18.41,318,1121,1178,3.71,12.5,4.6
196,ST_0002,2024,1,January,Q1,Home Care,Cleaning Supplies,237720.79,182582.27,55138.52,23.19,233081.6,23332.6,2360.7,5499.86,0,35788.5,19350.02,8.14,195,1217,665,3.41,13.24,4.2
197,ST_0002,2024,1,January,Q1,Electronics,Home Appliances,190176.63,157748.93,32427.7,17.05,217711.36,18666.08,2533.28,4346.97,0,25467.26,6960.44,3.66,41,4533,129,3.16,12.07,3.9
198,ST_0002,2024,1,January,Q1,Fashion,Clothing,166404.56,88723.08,77681.47,46.68,160696.27,16332.82,2279.76,3006.71,0,27007.47,50674.0,30.45,28,5762,119,4.25,13.87,4.7
199,ST_0002,2024,2,February,Q1,Groceries,Oil & Ghee,1207450.79,1038513.01,168937.78,13.99,757499.4,81664.1,17409.35,21724.25,0,180452.11,-11514.33,-0.95,1040,1161,3103,2.98,11.6,4.2
200,ST_0002,2024,2,February,Q1,Fresh Produce,Fruits,862464.85,650344.29,212120.56,24.59,663205.0,58331.5,9114.0,18714.83,0,130892.67,81227.89,9.42,787,1095,2955,3.75,11.7,4.6
201,ST_0002,2024,2,February,Q1,Personal Care,Bath & Body,517478.91,327907.45,189571.46,36.63,374009.7,34998.9,3864.3,10233.53,0,71354.31,118217.15,22.84,368,1404,1649,4.48,12.58,4.6
202,ST_0002,2024,2,February,Q1,Home Care,Detergents,344985.94,280283.26,64702.68,18.76,251575.5,23332.6,4567.7,8102.74,0,46711.5,17991.18,5.22,200,1723,540,2.7,9.93,4.5
203,ST_0002,2024,2,February,Q1,Electronics,Kitchen Appliances,275988.75,216497.68,59491.07,21.56,213097.76,18666.08,2691.28,4835.82,0,43124.78,16366.29,5.93,58,4680,260,4.49,12.71,4.0
204,ST_0002,2024,2,February,Q1,Fashion,Clothing,241490.16,116737.8,124752.35,51.66,158755.24,16332.82,1702.4,4406.12,0,40997.36,83755.0,34.68,55,4390,221,4.02,10.23,3.9
205,ST_0002,2024,3,March,Q1,Groceries,Dal & Pulses,1736712.77,1509462.78,227249.99,13.09,820237.25,81664.1,17144.4,45237.77,0,262475.96,-35225.97,-2.03,1183,1468,4254,3.6,13.55,4.2
206,ST_0002,2024,3,March,Q1,Fresh Produce,Vegetables,1240509.12,881287.01,359222.11,28.96,602296.0,58331.5,9220.25,21841.93,0,206032.13,153189.98,12.35,962,1289,3589,3.73,9.97,4.1
207,ST_0002,2024,3,March,Q1,Personal Care,Hair Care,744305.47,545539.91,198765.56,26.7,376628.55,34998.9,6411.0,19895.83,0,114076.33,84689.23,11.38,491,1513,1624,3.31,11.51,4.1
208,ST_0002,2024,3,March,Q1,Home Care,Cleaning Supplies,496203.65,406000.56,90203.09,18.18,220955.1,23332.6,4721.7,11159.59,0,70371.51,19831.58,4.0,449,1105,1490,3.32,10.73,3.9
209,ST_0002,2024,3,March,Q1,Electronics,Kitchen Appliances,396962.92,329889.74,67073.18,16.9,210089.44,18666.08,3035.36,9989.8,0,51883.09,15190.09,3.83,115,3448,344,3.0,10.62,4.7
210,ST_0002,2024,3,March,Q1,Fashion,Footwear,347342.55,185971.66,161370.89,46.46,175466.9,16332.82,1951.18,5210.83,0,56647.59,104723.31,30.15,91,3793,363,4.0,10.53,3.9
211,ST_0002,2024,4,April,Q2,Groceries,Rice & Grains,1090369.39,931665.88,158703.5,14.56,828421.65,81664.1,15467.55,37330.63,0,157080.19,1623.32,0.15,969,1125,3547,3.66,9.6,4.0
212,ST_0002,2024,4,April,Q2,Fresh Produce,Vegetables,778835.28,621923.87,156911.41,20.15,634666.25,58331.5,6328.25,27007.25,0,115844.6,41066.81,5.27,769,1012,2800,3.64,8.39,4.1
213,ST_0002,2024,4,April,Q2,Personal Care,Skin Care,467301.17,350171.28,117129.89,25.07,400399.65,34998.9,4055.1,15768.27,0,82184.72,34945.17,7.48,256,1825,993,3.88,10.69,4.0
214,ST_0002,2024,4,April,Q2,Home Care,Cleaning Supplies,311534.11,252152.44,59381.67,19.06,276286.7,23332.6,3808.3,8958.08,0,45541.02,13840.65,4.44,236,1315,895,3.79,13.96,4.0
215,ST_0002,2024,4,April,Q2,Electronics,Mobile Accessories,249227.29,208815.45,40411.84,16.21,184367.04,18666.08,1816.8,5333.79,0,44552.56,-4140.72,-1.66,98,2541,323,3.3,14.03,4.6
216,ST_0002,2024,4,April,Q2,Fashion,Accessories,218073.88,111802.39,106271.49,48.73,143851.89,16332.82,2326.66,7327.23,0,28042.54,78228.95,35.87,57,3781,193,3.4,9.56,4.6
217,ST_0002,2024,5,May,Q2,Groceries,Oil & Ghee,958401.48,818446.77,139954.71,14.6,824025.3,81664.1,12765.2,31816.02,0,118684.25,21270.46,2.22,831,1153,2606,3.14,10.38,4.3
218,ST_0002,2024,5,May,Q2,Fresh Produce,Meat & Fish,684572.49,508696.35,175876.13,25.69,508424.25,58331.5,7825.25,16027.49,0,95500.9,80375.23,11.74,1081,633,3739,3.46,11.08,4.8
219,ST_0002,2024,5,May,Q2,Personal Care,Bath & Body,410743.49,302899.77,107843.72,26.26,400968.45,34998.9,7438.95,7643.87,0,52241.01,55602.71,13.54,312,1316,1327,4.26,13.94,4.6
220,ST_0002,2024,5,May,Q2,Home Care,Paper Products,273828.99,221187.83,52641.16,19.22,227978.2,23332.6,2531.8,4860.62,0,39010.24,13630.92,4.98,169,1620,638,3.78,9.77,4.5
221,ST_0002,2024,5,May,Q2,Electronics,Kitchen Appliances,219063.2,182983.61,36079.59,16.47,207296.0,18666.08,3574.16,6428.58,0,37712.97,-1633.38,-0.75,59,3673,224,3.8,9.29,3.9
222,ST_0002,2024,5,May,Q2,Fashion,Accessories,191680.3,92644.96,99035.34,51.67,192090.08,16332.82,1789.27,3120.68,0,24800.54,74234.79,38.73,69,2739,273,3.96,14.92,4.3
223,ST_0002,2024,6,June,Q2,Groceries,Spices,1013373.0,895910.48,117462.52,11.59,859915.0,81664.1,10643.15,33304.88,0,133035.67,-15573.15,-1.54,700,1447,2702,3.86,13.22,4.1
224,ST_0002,2024,6,June,Q2,Fresh Produce,Fruits,723837.86,506911.39,216926.47,29.97,551815.0,58331.5,9883.75,21117.17,0,106562.96,110363.51,15.25,807,896,2120,2.63,14.59,4.6
225,ST_0002,2024,6,June,Q2,Personal Care,Skin Care,434302.71,278837.35,155465.36,35.8,311844.6,34998.9,6618.75,7549.23,0,54647.75,100817.61,23.21,269,1610,986,3.67,13.01,4.0
226,ST_0002,2024,6,June,Q2,Home Care,Cleaning Supplies,289535.14,212064.71,77470.43,26.76,232734.0,23332.6,2011.5,8650.42,0,41704.12,35766.31,12.35,154,1875,395,2.57,9.38,4.2
227,ST_0002,2024,6,June,Q2,Electronics,Kitchen Appliances,231628.11,196181.98,35446.13,15.3,212105.52,18666.08,2349.44,3867.36,0,33457.5,1988.64,0.86,41,5551,162,3.97,14.99,4.1
228,ST_0002,2024,6,June,Q2,Fashion,Accessories,202674.6,106732.27,95942.33,47.34,142353.26,16332.82,2828.07,3047.43,0,35842.87,60099.45,29.65,34,5870,151,4.47,13.29,4.7
229,ST_0002,2024,7,July,Q3,Groceries,Spices,1000121.06,891257.01,108864.05,10.89,959593.25,81664.1,16838.15,21913.5,0,165220.88,-56356.83,-5.64,721,1386,2259,3.13,10.4,4.2
230,ST_0002,2024,7,July,Q3,Fresh Produce,Meat & Fish,714372.19,543233.93,171138.26,23.96,672586.25,58331.5,5077.0,13056.61,0,94222.41,76915.85,10.77,760,939,2288,3.01,9.45,4.7
231,ST_0002,2024,7,July,Q3,Personal Care,Oral Care,428623.31,292622.53,136000.78,31.73,385907.1,34998.9,4541.85,14945.92,0,67124.82,68875.96,16.07,298,1434,1178,3.95,14.75,3.8
232,ST_0002,2024,7,July,Q3,Home Care,Paper Products,285748.87,209991.36,75757.51,26.51,238303.5,23332.6,4337.3,8124.0,0,37467.72,38289.79,13.4,302,945,774,2.56,14.55,4.0
233,ST_0002,2024,7,July,Q3,Electronics,Home Appliances,228599.1,189641.98,38957.12,17.04,205235.68,18666.08,3561.36,4739.65,0,28449.16,10507.96,4.6,61,3746,205,3.37,10.82,4.2
234,ST_0002,2024,7,July,Q3,Fashion,Clothing,200024.21,93705.63,106318.59,53.15,181704.74,16332.82,1857.59,6754.25,0,30862.04,75456.55,37.72,79,2522,214,2.71,13.32,4.6
235,ST_0002,2024,8,August,Q3,Groceries,Oil & Ghee,1055616.05,929253.9,126362.15,11.97,870283.75,81664.1,11450.6,19242.8,0,166314.04,-39951.89,-3.78,890,1185,3071,3.45,13.92,4.0
236,ST_0002,2024,8,August,Q3,Fresh Produce,Meat & Fish,754011.46,573792.48,180218.98,23.9,584461.75,58331.5,9691.5,17238.7,0,91410.73,88808.26,11.78,1017,741,4368,4.3,11.01,4.5
237,ST_0002,2024,8,August,Q3,Personal Care,Bath & Body,452406.88,305088.47,147318.41,32.56,301416.6,34998.9,6465.3,11743.82,0,65127.39,82191.01,18.17,395,1145,1265,3.2,12.48,3.9
238,ST_0002,2024,8,August,Q3,Home Care,Detergents,301604.58,240727.86,60876.72,20.18,273403.2,23332.6,3636.4,7397.97,0,47390.27,13486.45,4.47,166,1814,745,4.49,14.94,4.7
239,ST_0002,2024,8,August,Q3,Electronics,Home Appliances,241283.67,192246.63,49037.04,20.32,215410.88,18666.08,2408.16,3918.21,0,29935.24,19101.8,7.92,58,4130,223,3.85,11.38,4.0
240,ST_0002,2024,8,August,Q3,Fashion,Footwear,211123.21,119323.31,91799.9,43.48,145383.7,16332.82,3265.5,6847.81,0,29881.69,61918.22,29.33,37,5584,142,3.86,9.0,4.4
241,ST_0003,2023,1,January,Q1,Groceries,Dal & Pulses,968797.3,890356.9,78440.4,8.1,1078282.8,79738.4,8288.0,16638.9,0,139162.46,-60722.06,-6.27,868,1116,3512,4.05,8.66,4.7
242,ST_0003,2023,1,January,Q1,Fresh Produce,Fruits,691998.07,485809.37,206188.7,29.8,736057.5,56956.0,10292.25,22400.68,0,120461.81,85726.89,12.39,709,976,2840,4.01,11.0,4.8
243,ST_0003,2023,1,January,Q1,Personal Care,Bath & Body,415198.84,265779.53,149419.31,35.99,397555.2,34173.6,4297.35,6571.55,0,60432.58,88986.73,21.43,208,1992,747,3.6,12.42,4.0
244,ST_0003,2023,1,January,Q1,Home Care,Cleaning Supplies,276799.23,220158.83,56640.4,20.46,264934.8,22782.4,3345.6,7679.31,0,38670.95,17969.45,6.49,154,1788,573,3.72,9.9,4.0
245,ST_0003,2023,1,January,Q1,Electronics,Kitchen Appliances,221439.38,179784.34,41655.05,18.81,213938.88,18225.92,1858.88,7713.14,0,27661.57,13993.47,6.32,37,5853,138,3.75,11.23,3.9
246,ST_0003,2023,1,January,Q1,Fashion,Accessories,193759.46,119747.42,74012.04,38.2,231193.2,15947.68,1458.52,4930.28,0,32498.71,41513.32,21.43,39,4884,133,3.42,8.78,4.4
247,ST_0003,2023,2,February,Q1,Groceries,Rice & Grains,1262579.88,1096464.56,166115.33,13.16,1185989.7,79738.4,12179.3,21354.36,0,216221.69,-50106.36,-3.97,1566,806,4880,3.12,12.82,4.6
248,ST_0003,2023,2,February,Q1,Fresh Produce,Dairy Products,901842.77,670294.59,231548.18,25.68,828240.0,56956.0,10171.75,15073.94,0,157472.38,74075.8,8.21,676,1334,2078,3.08,10.43,4.0
249,ST_0003,2023,2,February,Q1,Personal Care,Bath & Body,541105.66,333114.38,207991.28,38.44,507240.9,34173.6,5134.05,18230.22,0,97005.11,110986.17,20.51,368,1468,923,2.51,13.99,4.3
250,ST_0003,2023,2,February,Q1,Home Care,Detergents,360737.11,285781.15,74955.96,20.78,281265.0,22782.4,4858.5,6749.61,0,45402.24,29553.72,8.19,262,1372,896,3.42,14.14,4.4
251,ST_0003,2023,2,February,Q1,Electronics,Mobile Accessories,288589.69,233831.38,54758.31,18.97,265803.84,18225.92,3762.8,5789.74,0,35593.46,19164.84,6.64,50,5675,169,3.39,12.63,4.7
252,ST_0003,2023,2,February,Q1,Fashion,Clothing,252515.98,131409.51,121106.46,47.96,213693.06,15947.68,1495.69,6775.06,0,34640.9,86465.56,34.24,56,4458,168,3.02,11.6,4.2
253,ST_0003,2023,3,March,Q1,Groceries,Tea & Coffee,1461084.05,1283168.25,177915.8,12.18,1089528.3,79738.4,8662.85,50030.96,0,255232.86,-77317.06,-5.29,1230,1187,5139,4.18,13.14,4.1
254,ST_0003,2023,3,March,Q1,Fresh Produce,Fruits,1043631.46,781075.93,262555.54,25.16,642166.5,56956.0,8373.5,27924.55,0,129999.15,132556.39,12.7,787,1326,3274,4.16,10.27,4.8
255,ST_0003,2023,3,March,Q1,Personal Care,Skin Care,626178.88,396882.46,229296.41,36.62,469633.5,34173.6,6755.55,16028.59,0,86341.04,142955.37,22.83,531,1179,2050,3.86,9.66,4.2
